Weekday,day,month,year,Location_Book,modern_name,geo_id,Loc_Codes,latitude,longitude,Notes
,31,7,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,8,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,3,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN39
,9,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN40
,17,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN41
,21,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,8,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,26,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,8,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,9,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,7,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,10,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,11,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,12,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,13,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,14,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,16,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,9,1400,Casa de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,18,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,19,9,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,9,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,21,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,22,9,1400,Casa de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,23,9,1400,Casa de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,24,9,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,25,9,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,26,9,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,27,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,28,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,29,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,30,9,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,1,10,1400,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,2,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN42
,19,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN43
,21,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN44
,23,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,10,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,10,1400,,,,,,,
,1,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN45
,7,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN46
,10,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,11,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,12,1400,Palau maior de Barchinona,Palau Reial Major,11886832,,41.384104,2.177447,
,21,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN47
,23,12,1400,Domo de Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,24,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,12,1400,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN1
,21,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN2
,25,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN3
,28,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,1,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN4
,18,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN5
,27,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,2,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN6
,29,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,3,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN7
,9,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN8
,30,4,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN9
,2,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN10
,3,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,5,1401,Monestir de Valldonzella,Monasterio Santa Maria de Valldonzella,GNA_0023,,41.412197,2.1305532,
,7,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN11
,12,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN12
,15,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN13
,18,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN14
,19,5,1401,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN15
,19,5,1401,Tarragona,Tarragona,3108288,,41.1188827,1.2572797,
,20,5,1401,Amposta,Amposta,3130131,,40.7132407,0.5801695,
,21,5,1401,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,
,22,5,1401,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,"FN16; also note: There are two royal letters signed from Barcelona on this day, but the editor believes these are errors."
,23,5,1401,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,
,24,5,1401,Monestir de la Rapita,Reial Monestir de Nostra Senyora de la Ràpita,11979445,,40.619141,0.593043,
,25,5,1401,Castell de Paníscola,Peñíscola,3113860,,40.3593167,0.399581,
,25,5,1401,Castell de Burriana,Burriana,2520709,,39.8895925,-0.0848302,
,25,5,1401,Vila del castell del camp de Burriana,Burriana,2520709,,39.8895925,-0.0848302,
,26,5,1401,Castell de Burriana,Burriana,2520709,,39.8895925,-0.0848302,
,26,5,1401,Vilareal,Villarreal,2509509,,39.9397706,-0.1005932,
,27,5,1401,Vila Reyal,Villarreal,2509509,,39.9397706,-0.1005932,
,27,5,1401,Uxo,La Vall d'Uixó,2509927,,39.8242386,-0.2315018,
,28,5,1401,Vall d'Uxo,La Vall d'Uixó,2509927,,39.8242386,-0.2315018,
,28,5,1401,Loch de Sot,Sot de Ferrer,2510780,,39.8050856,-0.4107509,
,28,5,1401,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,29,5,1401,,,,,,,FN17
,30,5,1401,,,,,,,
,31,5,1401,Sogorp,Segorbe,2510972,,39.852118,-0.48333,
,31,5,1401,Vall del Monetzir,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN18
,1,6,1401,Loch del Monetzir,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,1,6,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,2,6,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,3,6,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,3,6,1401,Torres Torres,Torres Torres,2510258,,39.7434521,-0.3577724,
,4,6,1401,Torres Torres,Torres Torres,2510258,,39.7434521,-0.3577724,
,4,6,1401,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,
,5,6,1401,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,FN19
,6,6,1401,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,
,6,6,1401,Loch de Puçol,Puçol,2512127,,39.6152816,-0.3042778,
,7,6,1401,Pussol,Puçol,2512127,,39.6152816,-0.3042778,FN20
,7,6,1401,Madona Santa Maria del Puig de Valencia,El Puig de Santa María,2512162,,39.590898,-0.304884,
,8,6,1401,Madona Santa Maria del Puig de Valencia,El Puig de Santa María,2512162,,39.590898,-0.304884,
,9,6,1401,Madona Santa Maria del Puig de Valencia,El Puig de Santa María,2512162,,39.590898,-0.304884,
,9,6,1401,Puyo de Valencia,,,,,,***Unknown Location.  Could simply still be Puig.
,9,6,1401,Burgissot,Burjassot,2520712,,39.5096699,-0.4135963,"Note: For all mentions of Burjaçot in June, there are also documents from Valencia."
,10,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,11,6,1401,,,,,,,
,12,6,1401,,,,,,,
,13,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,14,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN21
,15,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,16,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,17,6,1401,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN22
,19,6,1401,,,,,,,
,20,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,21,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,22,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,23,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,24,6,1401,Burjaçot de l'orta de Valencia,Burjassot,2520712,,39.5096699,-0.4135963,
,25,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN23
,26,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,27,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,28,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
